=== Cargo Screen Log Started ===
[12:03:31] [I] cargoScreen: onCargoGenerated called: cargoId=18, origin.facId=coastWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=477, origin.facId=cityCommercial_parking1
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=478, origin.facId=cityCommercial_parking1
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=479, origin.facId=coastWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=480, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=481, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=482, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=483, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=484, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=485, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=486, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=487, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=488, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=489, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=490, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=491, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=492, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=493, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=494, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=495, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=496, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=497, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=498, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=499, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=500, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=501, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=502, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=503, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=504, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=505, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=506, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=507, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=508, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=509, origin.facId=cityCommercial_parking5
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=510, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=511, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=512, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=513, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=514, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=515, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=516, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=517, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=518, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=519, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=520, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=521, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=522, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=523, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=524, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=525, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=526, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=527, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=528, origin.facId=cityCommercial_parking5
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=529, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=530, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=531, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=532, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=533, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=534, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=535, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=536, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=537, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=538, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=539, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=540, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=541, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=542, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=543, origin.facId=freshFish
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=544, origin.facId=cityCommercial_parking2
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=545, origin.facId=cityCommercial_parking2
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=546, origin.facId=cityCommercial_parking2
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=547, origin.facId=cityCommercial_parking2
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=548, origin.facId=cityCommercial_parking2
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=549, origin.facId=cityCommercial_parking2
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=550, origin.facId=port
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=551, origin.facId=port
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=552, origin.facId=coastWarehouse
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=553, origin.facId=coastWarehouse
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=554, origin.facId=cityCommercial_parking2
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=555, origin.facId=smithsAutoRepair
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=556, origin.facId=smithsAutoRepair
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=557, origin.facId=smithsAutoRepair
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=558, origin.facId=smithsAutoRepair
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=559, origin.facId=smithsAutoRepair
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=560, origin.facId=smithsAutoRepair
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=561, origin.facId=smithsAutoRepair
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=562, origin.facId=smithsAutoRepair
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=563, origin.facId=port
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=564, origin.facId=port
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=565, origin.facId=coastWarehouse
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=566, origin.facId=tjsOffroadDealership
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=567, origin.facId=tjsOffroadDealership
[12:03:33] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:33] [I] cargoScreen: onCargoGenerated called: cargoId=568, origin.facId=tjsOffroadDealership
